exper,sex,school,wage
8,male,15,9.186673199
7,male,15,3.588409438
11,male,9,3.455113568
9,male,15,9.720605497
9,male,15,14.61835648
8,male,14,11.55742757
12,male,12,6.598163071
9,male,15,3.919647232
10,male,12,4.454144582
8,male,15,5.243264257
8,male,9,18.3733464
10,male,12,7.814343005
10,male,12,7.006369427
9,male,15,13.49188918
10,male,14,7.145190266
9,male,15,7.551382231
7,male,15,7.96178344
9,male,15,7.735167213
8,male,16,8.710327182
12,male,12,5.05161432
6,male,13,4.89955904
6,male,15,2.681863895
8,male,15,14.33633031
7,male,14,12.00391965
8,male,15,15.00489956
14,male,10,3.358771152
8,male,15,10.41156296
11,male,12,4.812455768
7,male,15,7.96178344
9,male,15,8.206761392
9,male,14,6.281485948
9,male,15,22.91183614
10,male,12,5.20578148
12,male,12,5.554732632
12,male,7,4.072523499
6,male,15,6.916015037
11,male,12,6.2738256
8,male,14,13.08182264
9,male,10,1.894702895
11,male,12,6.104881871
12,male,12,8.307947937
11,male,12,9.506607092
9,male,15,9.733841823
11,male,13,3.98089172
11,male,12,7.655561
9,male,14,9.799118079
8,male,15,7.041577313
8,male,16,6.126903489
10,male,12,0.415216868
12,male,12,5.290221555
8,male,14,7.34933856
16,male,8,5.594766741
13,male,11,3.330754134
9,male,13,9.064184223
8,male,14,3.386277514
11,male,12,6.62307649
10,male,11,4.713106476
12,male,12,7.34933856
6,male,14,4.865872232
9,male,15,7.20197507
8,male,14,5.307855626
11,male,12,17.69285209
8,male,13,9.799118079
7,male,14,10.81063995
7,male,14,10.26499074
8,male,14,8.880450759
7,male,14,9.211980839
9,male,13,11.18620785
9,male,14,5.784201644
9,male,14,11.3526368
11,male,12,5.97133758
7,male,12,3.0622244
9,male,12,15.311122
6,male,14,7.38178597
7,male,14,8.703564505
7,male,13,9.099181074
10,male,12,7.72571978
11,male,10,3.0622244
12,male,10,4.627361315
8,male,12,6.369426752
9,male,11,4.676851811
7,male,14,10.10534052
9,male,14,4.777070064
7,male,13,9.799118079
9,male,13,7.655561
8,male,14,3.999640032
11,male,12,9.186673199
6,male,12,13.48026826
8,male,12,9.637948374
11,male,12,13.15997263
6,male,13,10.97354422
13,male,9,4.038585803
10,male,12,8.807108595
8,male,14,9.803688564
10,male,13,17.31868301
9,male,13,9.186673199
12,male,11,4.239219136
10,male,10,3.98089172
9,male,10,1.094403222
8,male,14,9.231053263
11,male,12,4.873703847
8,male,14,10.17074132
9,male,12,4.649216607
7,male,14,8.765266172
5,male,14,2.66132037
10,male,13,7.352873595
11,male,11,8.880450759
8,male,12,7.34933856
8,male,12,6.303078556
10,male,12,4.109307582
10,male,12,4.5933366
11,male,12,6.1244488
11,male,12,10.20741467
9,male,14,11.02400784
8,male,14,6.128169984
11,male,12,9.799118079
9,male,12,2.203742077
11,male,12,5.96202192
8,male,12,5.81822636
6,male,14,2.779386219
13,male,8,3.377726308
10,male,13,7.979595036
9,male,12,2.14355708
7,male,12,2.967573827
13,male,9,2.775139934
10,male,13,7.19622734
4,male,16,12.7388535
10,male,12,7.716805488
8,male,14,13.80042463
11,male,12,9.749122579
9,male,14,10.10534052
11,male,12,10.74840764
10,male,13,9.44723718
5,male,15,22.11606511
14,male,8,6.687898089
5,male,14,7.760450985
10,male,13,10.31797854
6,male,12,2.653927813
10,male,12,9.064184223
8,male,14,5.462222792
10,male,13,12.82731776
11,male,12,7.655561
7,male,15,9.969781732
8,male,14,20.41482933
11,male,12,7.04311612
9,male,13,13.7800098
4,male,12,4.20197926
11,male,12,8.57422832
9,male,12,10.7177854
7,male,12,5.971080155
7,male,13,10.99148864
11,male,11,6.634819533
9,male,13,15.311122
8,male,12,7.224302554
10,male,10,4.028983029
7,male,12,2.316155182
10,male,12,11.63645272
5,male,13,4.172113593
16,male,7,4.5933366
11,male,12,7.655561
11,male,12,4.164625184
11,male,12,3.711146359
12,male,10,7.441205292
7,male,14,5.453276328
10,male,12,6.775985906
8,male,12,9.692605926
12,male,10,7.34933856
8,male,13,6.285618505
9,male,13,10.38493492
9,male,13,7.017165065
9,male,12,2.680735165
7,male,14,13.8465799
11,male,12,7.04311612
5,male,12,3.834681464
11,male,9,0.184621065
10,male,12,7.021986771
9,male,14,6.658946149
11,male,12,5.81822636
5,male,13,9.799118079
9,male,11,3.595644134
11,male,12,3.766536012
11,male,12,6.43067124
11,male,10,4.215061821
6,male,13,7.464171975
14,male,7,3.536114782
8,male,12,7.361649009
8,male,14,7.041032974
9,male,14,6.734195685
9,male,12,1.04245937
11,male,12,3.07074749
9,male,12,3.8837968
8,male,13,2.276828151
9,male,14,6.185693288
6,male,15,16.79848814
8,male,14,8.935067587
9,male,13,3.44914806
9,male,13,8.57422832
8,male,13,6.44678821
7,male,14,7.502665126
8,male,13,4.29145774
10,male,11,3.67466928
6,male,15,7.014787171
9,male,13,4.89955904
8,male,12,7.181216436
8,male,10,7.90477783
12,male,10,6.675381748
6,male,13,4.342790967
4,male,14,12.2488976
9,male,12,4.549590537
3,male,15,4.408997504
9,male,14,7.893734008
6,male,13,14.69867712
10,male,12,4.549590537
11,male,12,7.516368981
10,male,12,8.084272416
9,male,14,22.1239682
6,male,13,7.994017381
5,male,13,18.46229115
10,male,12,7.04311612
7,male,13,12.2432917
8,male,14,7.655561
10,male,12,3.8277805
9,male,10,7.599884192
9,male,13,9.216212342
9,male,13,11.63645272
12,male,9,5.199532042
11,male,12,2.994174969
9,male,12,7.213239697
8,male,10,0.816593173
8,male,14,7.485437422
7,male,14,7.774887115
6,male,15,6.725481663
5,male,13,7.6203074
5,male,14,8.015218228
2,male,14,2.467403833
8,male,15,12.39791095
9,male,14,14.29756885
11,male,11,2.60289074
11,male,9,3.67466928
12,male,10,1.632628183
9,male,12,7.04311612
5,male,14,3.598546187
9,male,14,10.88790898
8,male,14,8.4211171
9,male,12,7.237984945
9,male,14,4.924814499
9,male,13,8.800847268
9,male,12,6.079279329
7,male,14,4.376821276
13,male,8,2.895193978
13,male,9,3.266372693
10,male,12,4.94955454
9,male,12,10.7177854
9,male,10,2.044507352
10,male,12,7.259273136
4,male,14,6.1244488
4,male,15,4.246284501
9,male,12,6.591903495
8,male,12,9.952229299
10,male,12,8.26800588
7,male,13,7.621536284
10,male,12,3.31885024
9,male,14,6.532745386
11,male,12,9.047481181
11,male,12,3.694111974
9,male,12,8.462874705
9,male,12,8.982524906
7,male,12,8.33694601
9,male,12,2.2966683
6,male,13,15.92356688
9,male,12,5.367494454
8,male,13,6.117528519
10,male,12,4.281637471
8,male,13,11.02400784
7,male,13,7.655561
9,male,12,5.653337354
10,male,12,11.90390992
7,male,13,5.334394905
10,male,12,5.463056083
10,male,12,6.43067124
7,male,13,8.233370307
9,male,12,3.312101911
9,male,13,6.690574319
5,male,12,4.082965866
8,male,12,4.77826463
5,male,12,13.5258097
7,male,12,4.515036685
9,male,12,5.151868497
11,male,10,6.902827021
9,male,12,11.08233592
8,male,12,8.2325924
9,male,13,8.632942044
10,male,12,5.824426814
8,male,12,4.65849031
9,male,13,4.680943545
8,male,12,3.98089172
9,male,12,13.8594008
9,male,12,6.725481663
8,male,12,6.645026948
7,male,13,9.910511251
9,male,13,9.799118079
10,male,10,3.584082577
10,male,12,5.05267026
9,male,13,3.311660356
5,male,12,3.95125729
8,male,12,16.85405094
4,male,12,4.429364918
7,male,13,10.11020119
5,male,12,6.666871801
8,male,12,3.510205124
11,male,9,7.96178344
10,male,12,6.73689368
10,male,8,3.36844684
10,male,12,2.526731791
9,male,12,5.661712668
10,male,12,6.43067124
9,male,13,9.799118079
10,male,12,3.905780555
9,male,12,5.414012739
9,male,12,7.191288268
9,male,13,3.730920075
7,male,14,4.753303546
6,male,13,7.989524845
7,male,12,4.841040962
8,male,12,7.891325179
10,male,12,12.06543394
8,male,13,8.396062536
10,male,12,4.89955904
9,male,13,10.41156296
8,male,10,5.307855626
10,male,12,2.90911318
9,male,12,6.8900049
13,male,8,7.106385219
5,male,13,2.14355708
8,male,12,8.256664308
7,male,12,5.94706385
8,male,10,4.604404881
9,male,13,13.16756492
9,male,12,4.89955904
11,male,10,5.199532042
10,male,12,5.81822636
9,male,13,5.112272475
9,male,12,6.255686988
9,male,7,10.94745223
10,male,12,7.00418062
8,male,12,7.84734302
10,male,8,6.969585503
9,male,12,6.64003969
9,male,12,12.2488976
7,male,14,4.465743916
6,male,13,4.87704958
10,male,12,7.655561
6,male,13,7.839294464
7,male,13,12.95077528
5,male,14,6.414327041
10,male,12,4.726496551
10,male,12,6.324781237
10,male,12,9.97003293
6,male,12,1.255059458
10,male,12,11.7589417
9,male,13,7.655561
8,male,12,9.186673199
5,male,12,9.506607092
9,male,12,4.209144987
9,male,12,7.640249878
7,male,12,4.170457992
10,male,12,8.4211171
11,male,10,21.87303143
9,male,12,6.379634166
7,male,13,6.275297292
9,male,12,3.72737538
7,male,11,2.445404914
7,male,12,6.369426752
4,male,14,8.57422832
8,male,12,9.592510168
9,male,12,10.41156296
13,male,9,4.413461056
10,male,12,9.799118079
10,male,11,4.005928775
7,male,12,3.746721619
9,male,12,3.354406901
9,male,12,5.536339478
16,male,6,4.503635077
10,male,12,6.050955414
12,male,8,1.869998367
9,male,12,15.92356688
9,male,12,4.303666724
8,male,13,6.477383137
7,male,11,6.961122133
4,male,13,5.547909398
10,male,12,12.92688086
6,male,12,9.513706873
10,male,12,5.51200392
7,male,12,5.483007247
8,male,12,5.869263433
9,male,12,4.161841343
11,male,11,4.654581088
6,male,12,7.96178344
6,male,13,18.70217587
6,male,12,4.231437353
8,male,13,12.74468631
5,male,12,6.802547771
10,male,11,10.43268175
10,male,12,6.420793096
7,male,11,0.42462845
10,male,12,3.110071656
6,male,12,6.73689368
10,male,12,4.409603136
7,male,13,2.182669603
9,male,12,6.239918999
10,male,10,3.966724845
12,male,9,3.076143602
6,male,15,5.43544831
6,male,13,4.804524489
7,male,11,3.67466928
8,male,12,4.683402023
13,male,8,3.98089172
9,male,12,5.51200392
9,male,12,5.81822636
8,male,11,3.335277324
13,male,8,4.316925094
10,male,11,6.920503915
8,male,10,4.143370006
8,male,12,4.912897222
5,male,13,5.573248408
7,male,12,15.92356688
8,male,12,8.344227186
7,male,12,4.004129974
8,male,12,4.89955904
9,male,9,1.048465309
12,male,9,3.866333685
9,male,12,2.278185425
9,male,11,0.153480163
10,male,12,4.695410746
10,male,12,4.804252016
8,male,13,4.274783055
10,male,12,6.43067124
9,male,12,5.09216538
10,male,12,10.06814545
9,male,12,3.0622244
16,male,5,4.303666724
9,male,10,3.63967243
7,male,12,3.352329869
9,male,11,3.258776478
10,male,11,8.118844418
11,male,9,4.454144582
10,male,11,6.50890325
8,male,11,6.43067124
5,male,13,5.124826122
8,male,13,5.486772108
8,male,13,13.7800098
3,male,13,11.07217445
5,male,13,6.184544855
8,male,13,6.1244488
8,male,13,4.89955904
7,male,13,3.328968686
9,male,12,5.193596503
10,male,12,8.853257261
9,male,13,7.04311612
9,male,12,7.04311612
12,male,10,6.43067124
6,male,12,4.131520055
10,male,12,3.919647232
9,male,12,5.129555567
10,male,12,8.106543138
8,male,13,10.7177854
5,male,12,6.864892938
8,male,14,3.937145657
7,male,12,6.73689368
14,male,7,6.163961373
8,male,9,1.935995973
9,male,12,5.20578148
10,male,12,11.22232332
6,male,11,1.296234216
7,male,12,6.1244488
5,male,12,20.61474218
6,male,11,8.433534262
10,male,11,8.908289163
8,male,12,3.280168
8,male,12,6.526052
5,male,11,7.655561
9,male,11,7.621536284
8,male,12,8.14137254
8,male,11,3.198038536
6,male,12,6.859382656
7,male,12,5.486155686
7,male,12,7.298301486
9,male,12,1.367318802
6,male,12,4.971259904
9,male,12,7.565971064
4,male,12,6.859382656
3,male,11,1.633186347
7,male,12,4.454144582
9,male,9,2.048646031
7,male,11,6.438099816
8,male,11,1.436172887
6,male,12,12.38499646
9,male,11,7.318716316
5,male,12,3.93746381
9,male,12,7.225591135
8,male,11,5.918493884
7,male,12,7.04311612
9,male,12,6.106950375
9,male,12,8.908289163
8,male,11,8.165931733
7,male,12,8.605666168
8,male,12,5.320170837
9,male,11,9.380599045
8,male,12,5.991689787
8,male,12,7.516116288
6,male,12,4.409603136
7,male,12,10.04497409
6,male,11,4.073470597
5,male,12,8.57422832
5,male,12,4.590577839
7,male,12,9.164642808
8,male,12,6.405010141
9,male,11,6.326292936
3,male,11,9.458081487
6,male,12,6.230960953
5,male,12,1.070491891
9,male,12,11.94267516
9,male,11,10.17600724
6,male,12,2.394521335
5,male,11,11.79523473
7,male,11,1.751592357
9,male,12,3.67466928
6,male,11,5.118289354
8,male,12,6.67762482
10,male,11,5.811520759
9,male,12,4.712075913
5,male,12,5.601254681
7,male,12,6.614404704
8,male,11,6.383819206
9,male,12,11.63645272
9,male,12,5.20578148
8,male,12,7.507388851
8,male,10,3.819109978
7,male,11,4.307422105
8,male,12,2.53762022
7,male,11,3.36844684
6,male,12,4.082965866
8,male,12,3.545421474
5,male,12,3.538570418
8,male,12,5.247020605
5,male,12,7.96178344
4,male,13,8.815815573
9,male,12,5.188671401
9,male,11,8.292174778
11,male,7,4.438624914
7,male,13,10.05083854
8,male,12,5.81822636
8,male,12,5.603601248
5,male,12,4.369527587
3,male,12,18.93963963
5,male,12,9.312027415
9,male,11,9.799118079
7,male,12,6.717754777
9,male,12,5.859321146
4,male,12,3.301171366
6,male,12,11.54896059
13,male,7,6.8900049
8,male,12,28.30856334
8,male,12,9.186673199
9,male,11,8.530482257
9,male,12,6.910770436
8,male,12,12.3563937
9,male,11,8.26800588
7,male,10,4.312632696
7,male,12,11.02286201
8,male,11,8.023946595
7,male,12,4.269052783
10,male,11,7.39842259
8,male,12,4.99149824
9,male,12,9.749460386
10,male,10,4.463720341
3,male,11,2.31896605
5,male,12,11.16317743
6,male,12,9.231053263
8,male,11,5.988349937
8,male,12,8.57422832
4,male,12,4.28711416
9,male,12,7.373787457
6,male,11,4.5933366
10,male,11,3.791325447
10,male,11,5.004549591
9,male,12,7.839294464
8,male,12,8.359872612
6,male,12,5.397819281
6,male,12,9.729266932
9,male,11,6.139206508
5,male,11,5.766559199
9,male,11,3.545135483
9,male,11,4.008730123
8,male,12,5.116005423
9,male,12,5.498785685
9,male,12,3.851281292
10,male,11,5.51200392
8,male,12,7.083699816
8,male,12,7.655561
9,male,11,6.384750152
7,male,12,7.655561
8,male,12,6.004846769
9,male,11,4.600141543
6,male,12,4.778475498
7,male,11,7.674008134
6,male,12,9.546681782
9,male,12,13.47378736
7,male,12,6.971511867
8,male,11,6.225755472
9,male,12,6.921362077
5,male,12,3.236497333
9,male,12,13.16756492
9,male,12,3.8277805
9,male,12,4.099689542
4,male,12,9.889682942
11,male,8,4.89955904
11,male,9,2.888628912
9,male,12,11.63645272
7,male,10,2.274795268
10,male,11,8.811927447
6,male,11,6.824385805
7,male,11,3.373640372
8,male,12,3.912958414
9,male,12,27.45442565
5,male,12,8.358071303
7,male,11,6.31371748
9,male,12,7.126631331
8,male,10,2.787495296
6,male,12,8.165931733
8,male,12,4.511677282
5,male,11,4.74644782
5,male,11,3.36844684
9,male,12,4.5933366
6,male,11,5.66511514
8,male,11,0.525097012
7,male,12,5.367494454
7,male,12,1.786077389
9,male,12,4.016755609
7,male,12,8.639540496
8,male,11,2.993630573
11,male,10,7.661967327
8,male,12,4.238912479
10,male,8,5.859321146
9,male,12,7.621536284
5,male,12,17.23346982
8,male,11,8.904626215
6,male,12,7.566168447
10,male,9,4.084602326
9,male,11,7.96178344
10,male,8,3.966242038
12,male,8,3.482146744
9,male,9,4.265241128
3,male,12,1.933791803
8,male,12,10.49905509
3,male,12,2.948808681
2,male,11,2.532575249
9,male,9,8.11789684
8,male,11,6.43067124
7,male,10,3.299683532
6,male,12,4.533399823
9,male,7,2.309436821
12,male,8,2.511024008
6,male,12,2.241966474
7,male,10,3.649150743
11,male,9,5.144536992
8,male,12,4.320347603
8,male,12,4.834804634
10,male,11,2.826668677
7,male,10,2.590550433
8,male,13,8.796121428
6,male,12,3.379006234
9,male,12,6.1244488
8,male,9,1.961745954
6,male,12,3.843502877
6,male,12,4.082965866
3,male,11,2.653927813
7,male,12,3.608740369
7,male,12,5.634492896
9,male,10,5.51200392
8,male,12,4.89955904
10,male,7,1.932471709
8,male,11,5.20578148
9,male,10,6.431358351
7,male,12,7.893734008
12,male,9,4.334225304
9,male,11,7.014787171
6,male,11,5.268431986
7,male,11,7.34933856
8,male,10,5.068509351
9,male,11,8.659685745
9,male,11,9.405403514
8,male,8,2.615292806
9,male,11,11.26335411
8,male,11,6.1244488
9,male,11,7.921673699
8,male,11,5.931616931
8,male,11,8.57422832
9,male,10,3.939851599
6,male,11,4.926187078
7,male,11,2.067995699
10,male,7,3.866333685
7,male,11,7.96178344
5,male,11,4.71809389
9,male,11,1.670304218
8,male,10,4.443786106
4,male,11,8.324399319
10,male,10,11.2007817
4,male,11,4.97611465
10,male,10,3.244741086
8,male,10,2.965282473
7,male,10,4.146762208
9,male,10,3.966430774
8,male,11,5.462630147
9,male,10,7.089075305
5,male,11,14.62368387
3,male,11,6.389304588
10,male,10,3.703155088
9,male,10,7.389126162
12,male,8,9.492895639
7,male,11,11.6513904
11,male,8,6.73689368
6,male,11,11.26898579
9,male,10,4.551203867
8,male,11,4.28711416
5,male,11,4.604404881
8,male,10,3.98089172
7,male,10,10.84694457
6,male,11,4.596493532
6,male,11,3.370067064
6,male,11,10.79563856
8,male,11,3.122268016
8,male,11,6.727021027
8,male,11,4.766813338
8,male,10,4.13400294
9,male,11,7.018652068
9,male,11,8.57422832
7,male,11,4.364924934
9,male,11,5.738222299
9,male,10,7.655561
4,male,11,4.44022538
9,male,11,2.136288642
9,male,10,7.210671794
6,male,10,5.072994758
6,male,11,9.478313618
10,male,9,5.51200392
6,male,9,3.791325447
9,male,11,10.59364117
7,male,11,8.062918665
6,male,10,5.18190651
8,male,11,8.223297403
6,male,11,4.423213022
6,male,11,10.16658501
4,male,11,5.287711962
6,male,11,7.3588927
6,male,10,8.530482257
6,male,11,24.88057325
5,male,10,3.829903317
7,male,11,15.311122
4,male,11,9.971405078
7,male,11,13.38192063
8,male,11,7.655561
7,male,11,4.777547819
9,male,10,5.318936745
6,male,10,2.630545189
8,male,11,4.159625634
5,male,11,6.1244488
8,male,11,4.101039357
9,male,11,5.420788725
5,male,11,6.1244488
6,male,11,7.423574303
6,male,8,10.07023992
7,male,8,3.899649032
8,male,12,6.143351419
10,male,10,5.201891176
6,male,9,5.51200392
9,male,10,8.165931733
9,male,11,4.5933366
9,male,11,7.979595036
5,male,11,7.470315326
7,male,11,7.04311612
5,male,10,6.113252367
7,male,10,6.824385805
7,male,9,3.266372693
6,male,10,7.742415014
4,male,11,10.56467418
7,male,10,4.516606006
5,male,10,1.592356688
8,male,11,8.675204895
7,male,11,5.476516459
8,male,10,4.89955904
7,male,11,5.897617363
5,male,11,7.839294464
10,male,9,5.931945752
8,male,11,6.142622238
7,male,11,5.819780788
10,male,9,2.815561924
9,male,10,4.256491916
3,male,11,5.51200392
9,male,11,5.560835828
8,male,11,10.4416832
6,male,10,7.655561
9,male,11,3.081980686
9,male,11,4.5933366
8,male,11,3.734951813
5,male,11,7.34933856
7,male,10,3.145395927
4,male,11,8.329250368
8,male,11,5.538631958
6,male,11,6.410637996
5,male,11,10.41156296
7,male,11,1.614784247
7,male,11,5.027024914
9,male,10,6.535792376
7,male,11,5.067475384
9,male,11,3.060385226
4,male,11,7.025103035
7,male,11,8.880450759
8,male,11,2.006118662
4,male,11,12.2488976
8,male,11,4.731574158
6,male,11,11.23142251
8,male,11,5.095541401
2,male,11,1.729647455
6,male,11,4.89955904
7,male,10,6.1244488
7,male,10,3.67466928
9,male,10,3.244977239
7,male,10,2.527550298
9,male,11,7.450476246
9,male,11,3.67466928
7,male,11,3.303644581
6,male,9,2.847868692
12,male,8,4.777070064
4,male,10,4.595177616
6,male,11,4.762978412
8,male,11,6.73689368
8,male,9,0.353857042
5,male,11,1.973021081
9,male,11,4.862157826
8,male,11,5.980682396
6,male,9,1.326963907
14,male,5,4.886293086
10,male,7,3.266372693
7,male,10,2.337118427
7,male,10,4.235695263
7,male,10,7.045826053
5,male,10,0.399086889
9,male,9,5.466201953
7,male,11,1.42620393
9,male,9,2.869741723
8,male,11,22.11606511
6,male,11,2.997377295
8,male,11,4.858037353
9,male,9,3.340608436
9,male,11,7.655561
8,male,11,4.5933366
9,male,10,4.082965866
7,male,10,4.28711416
5,male,9,2.987536
9,male,11,4.654581088
11,male,8,5.51200392
14,male,6,6.43067124
8,male,10,7.709096391
8,male,10,3.327312482
5,male,12,4.409603136
5,male,12,6.450052407
8,male,10,3.516861397
9,male,11,6.643846498
10,male,9,3.814027995
10,male,10,4.028095969
9,male,8,2.125409354
7,male,8,1.066905654
9,male,10,10.69849724
9,male,10,5.552042689
6,male,11,3.67466928
6,male,10,4.696021969
9,male,10,6.139683747
5,male,10,2.75600196
8,male,11,3.428676926
9,male,8,3.629302992
7,male,10,6.8900049
9,male,9,2.986983483
6,male,11,7.279344859
9,male,11,10.41156296
9,male,10,8.56873554
9,male,10,6.366658639
8,male,10,5.51200392
3,male,9,3.402067701
7,male,11,4.225527524
6,male,9,3.98089172
9,male,10,6.572354453
3,male,11,5.86579766
8,male,8,5.002167606
9,male,10,6.114649682
4,male,10,8.908289163
7,male,10,5.653337354
9,male,10,9.186673199
6,male,10,1.442134359
7,male,10,4.766237705
8,male,10,3.560549116
9,male,10,4.227495632
7,male,10,7.045826053
7,male,10,2.123142251
8,male,10,7.546714161
6,male,10,4.28711416
9,male,10,4.591912309
10,male,9,6.935854902
9,male,10,3.67466928
4,male,11,5.620082428
9,male,10,5.814414462
9,male,9,7.720517275
6,male,10,10.47416844
6,male,10,8.177415074
6,male,11,3.655920967
4,male,10,4.5933366
9,male,10,5.307855626
6,male,10,4.5933366
9,male,9,8.887572212
9,male,10,5.095541401
9,male,9,7.633134589
4,male,8,2.533294731
3,male,11,3.899649032
7,male,11,6.58412653
4,male,8,1.516530179
8,male,8,4.281967564
9,male,9,3.593470664
6,male,8,4.342790967
4,male,10,5.790387956
6,male,8,2.076986984
9,male,10,6.1244488
4,male,10,2.85624518
5,male,8,5.51200392
6,male,9,4.28711416
5,male,9,7.145190266
6,male,9,4.538783909
10,male,8,2.90911318
7,male,7,4.153973968
